Name,Barangay,Category,Subcategory
MARKMAE EATERY,Pittland,Food Services,Canteen
JLP FOOD STORE,Banaybanay,Food Services,Restaurant
3R LOGISTICS SERVICES,Baclaran,Transportation and Logistics,Logistics Services
RMM PLUMBING SERVICES,Banaybanay,Personal and Household Services,Plumbing Services
3KM LAUNDRY SERVICES,Banlic,Personal and Household Services,Laundry Shops
JJN GRILL HOUSE (MARINDUQUEÑO`S LITSON MANOK),Marinig,Retail Stores,Food and Beverage
RIMA`S FOOD HUB,Pulo,Food Services,Restaurant
ROBINSON`S SUPERMARKET CORPORATION (ROBINSONS EASYMART),Poblacion Tres,Retail Stores,Grocery and Supermarkets
ACR FOODS OPC (JC NOODLE HOUSE),Banlic,Retail Stores,Food and Beverage
`ELLIE` LPG STORE,Banlic,Retail Stores,Fuel and Energy Supplies
3K1C LPG STORE,Pulo,Retail Stores,Fuel and Energy Supplies
JJN GRILL HOUSE (MARINDUQUEÑO`S LITSON MANOK),Marinig,Retail Stores,Food and Beverage
HAPPIE`CALLIE GIFT SHOP,Mamatid,Retail Stores,General Merchandise
BEMY LAUNDRY,Banaybanay,Personal and Household Services,Laundry Shops
C-FORCE OUTSOURCING,Banaybanay,Professional Services,Administrative Office Services
RAYAT TRANSPORT CORPORATION,Mamatid,Transportation and Logistics,Transport Services
"READYMAN, INC.",Pulo,Professional Services,Contracting and Manpower Services
RTJ DOCUMENTATION AND MANAGEMENT SUPPORT SERVICES INC.,Sala,Professional Services,Consultancy and Management Services
EDRESSA SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
"SCIENCE PARK OF THE PHILIPPINES, INC.",Diezmo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
CIG2 INDUSTRIAL GAS TRADING,Sala,Wholesale and Distribution,Fuel and Energy Supplies
JOEY AND JULIE TRADING,Sala,Retail Stores,Hardware and Construction Supplies
"S.B. OLIVEROS PAWNSHOP, INC.",Pulo,Finance and Insurance,Pawnshop & Financial Services
BENSIL COMMERCIAL BUILDING,Banlic,Construction and Real Estate,Lessor (Commercial Space)
ED SALE`S CARINDERIA,Baclaran,Retail Stores,Sari-sari store
"ST.VINCENT COLLEGE OF CABUYAO, INC.",Mamatid,Educational Services,Private School
"SAINT ISIDORE ACADEMY OF LAGUNA, INC.",Mamatid,Educational Services,Private School
"ST. JEROME INTEGRATED SCHOOL OF CABUYAO, INC.",Mamatid,Educational Services,Private School
SQUARE D TECH.& DEVT. CORP.,Pulo,IT and Digital Services,Service Contractor
LAMCRES COMMERCIAL BUILDING,Banlic,Construction and Real Estate,Lessor (Commercial Space)
TWIS CATERING SERVICES,Sala,Food Services,Catering Service
RODEL SEÑEREZ FUNERAL SERVICES,Banlic,Personal and Household Services,Funeral Services
"STONERIDGE VILLE HOMEOWNERS ASSOCIATION, INC.",Bigaa,Professional Services,Organizations
LAN LYN LPG CENTER,San Isidro,Retail Stores,Fuel and Energy Supplies
ANGELO`S PARTY NEEDS,Poblacion Dos,Entertainment and Recreation,Party Rentals
SIPAG PINOY MULTIPURPOSE COOPERATIVE,Marinig,Cooperative Business,Cooperative
SUMIDEN EMPLOYEES` MULTI-PURPOSE COOPERATIVE (SUMECO),Diezmo,Cooperative Business,Cooperative
REINSAN MANPOWER AND TRUCKING SOLUTIONS CO.,Gulod,Transportation and Logistics,Trucking / Transport Services
HERWIN AND JULIE JUNK SHOP,Pulo,Wholesale and Distribution,Junk Shops
AFRESH TIME FOOD SERVICES,Diezmo,Food Services,Canteen
SOUTHPARK CHICKEN FOODHAUS CORPORATION (ANDOK`S),Pulo,Retail Stores,Food and Beverage
SMSP PHONESHOP INC.,Banlic,Retail Stores,Electronics and Gadgets
SOUTHPARK CHICKEN FOODHAUS CORPORATION (ANDOK`S),Mamatid,Retail Stores,Food and Beverage
MARDY`S DIGITAL WORKS,Poblacion Uno,Creative and Media Services,Printing Services
"SOUTH STAR DRUG, INC.",Pulo,Healthcare Services,Pharmacies
EAGLE DELTA FUEL STATION,Sala,Automotive Services,Fuel Services
TERE JUNK SHOP,Pulo,Wholesale and Distribution,Junk Shops
EAST WEST BANKING CORPORATION,Poblacion Tres,Finance and Insurance,Banks
NPS AGRI TRADING,Mamatid,Retail Stores,General Merchandise
"SURI WASTE MANAGEMENT & DISPOSAL SERVICES, INC.",Niugan,Transportation and Logistics,Hauling Services
TREATLEY HARDWARE AND CONSTRUCTION SUPPLY,Sala,Retail Stores,Hardware and Construction Supplies
KVS CORINTHIANS REALTY,Pulo,Construction and Real Estate,Realty
INNO-SOURCE TRADING,Sala,Retail Stores,Electronics and Gadgets
SOUTHPOINT SUBD. HOMEOWNERS ASSOCIATION INC.,Banaybanay,Professional Services,Organizations
SPEED-TECH PEST MANAGEMENT,Pulo,Personal and Household Services,Pest Control
"SOUTH PEARL EDUCATIONAL CENTER, INC.",Gulod,Educational Services,Private School
SIGUA MEDICAL CLINIC,Banaybanay,Healthcare Services,Diagnostic and Medical Clinics
ARANCHET TRADING,Banlic,Retail Stores,Food and Beverage
"SHINEWAY HOLDINGS, INC.",Diezmo,Finance and Insurance,Holding Company
SILVA CLOTHINGS,Banlic,Manufacturing and Production,Garment Manufacturer
SABATI INDUSTRIAL SALES CORP.,Niugan,Wholesale and Distribution,Non Essential
GREG LAPIDA MAKING,Poblacion Tres,Manufacturing and Production,Specialty Manufacturing
RODEL SEÑEREZ FUNERAL SERVICES,Pulo,Personal and Household Services,Funeral Services
SBH VIRGO CORPORATION,Niugan,Manufacturing and Production,Non-Essential Manufacturer
BIRTHCARE MATERNITY CLINIC,Banaybanay,Healthcare Services,Maternity Clinics & Family Planning
HAMPASLUPA COLLECTION`S SPORTSWEAR SHOP,Poblacion Tres,Retail Stores,Clothing and Apparel
SCOTTLAND FOOD GROUP CORPORATION (BONCHON CHICKEN),Pulo,Food Services,Restaurant
VEHNEE`S RESORT,Sala,Tourism and Hospitality,Resort
PIICS APARTMENT,Mamatid,Construction and Real Estate,Apartment/Apartelle
SUSALUM CORPORATION,Diezmo,Manufacturing and Production,General Manufacturing
YUAN BAO SHUI JIAO DUMPLING FOOD HOUSE,Sala,Food Services,Restaurant
D` TOP LOGISTICS,Pulo,Transportation and Logistics,Trucking / Transport Services
JD SILANG CONSTRUCTION,Banaybanay,Construction and Real Estate,Construction Services
PEVS FOOD CART  ( MISTER DONUT ),Pulo,Food Services,Food Stand
LETS MOBILE PHONES AND ACCESSORIES STORE,Pulo,Retail Stores,Electronics and Gadgets
ZAA CONSTRUCTION SUPPLIES TRADING,Gulod,Retail Stores,Hardware and Construction Supplies
REJANEL GAS RETAILING,Mamatid,Retail Stores,Fuel and Energy Supplies
SIEGEN CENTER FOR EXCELLENCE AND CHARACTER DEVELOPMENT INC.,Banlic,Educational Services,Training Center
SPI VENTURES CORPORATION,Banaybanay,Retail Stores,Electronics and Gadgets
SPX PHILIPPINES INC.,Sala,Transportation and Logistics,Warehouse and Storage Services
SUMMIT MERCHANDISING INC.,Butong,Wholesale and Distribution,Food Products
SUKIMART CO.,Sala,Retail Stores,Grocery and Supermarkets
YUKJO FOOD AND BEVERAGE HOUSE (THE CRUNCH),Banaybanay,Food Services,Food Stand
TRIPLE`C SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
"SOUTH CENTRAL GENERAL CONSTRUCTION CO., INC.",Niugan,Construction and Real Estate,General Construction
MR AUTOMOTIVE BATTERIES TRADING,Banaybanay,Retail Stores,Vehicle and Parts Supplies
"SEAGEN TECHNICAL, MARINE SERVICES & CONSULTANCY CORP.",Banlic,Professional Services,Consultancy and Management Services
BENCHEF FOOD HUB,Banaybanay,Food Services,Food Stand
ASRAL CONSUMER GOODS TRADING,Poblacion Dos,Retail Stores,General Merchandise
JEDA`S-ALLDAY CONSUMER GOODS TRADING,Mamatid,Retail Stores,Online Shops
STARBREAKER CORP. (PICKUP COFFEE),Banlic,Food Services,Coffee Shop
TJ&BEN CONSUMER GOODS STORE,Mamatid,Retail Stores,General Merchandise
SR CONSUMER GOODS STORE,Niugan,Retail Stores,General Merchandise
HENMARK SCRAP TRADING,Pulo,Retail Stores,Specialty Stores
"TODAY`S KID CREATIVE LEARNING CENTER, INC.",Baclaran,Educational Services,Private School
BETHSKY MERCHANDISING,Banlic,Retail Stores,General Merchandise
ROSEGLEN APARTMENT,Niugan,Construction and Real Estate,Apartment/Apartelle
SAN`S FRUIT STALL,Poblacion Dos,Retail Stores,Food and Beverage
TIMPUG MENDOZA SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
KRISH SHANE SARI-SARI STORE,Mamatid,Retail Stores,Sari-sari store
BOBOY AND SONNY FISH VENDOR,Banlic,Retail Stores,Food and Beverage
TIARA COMMERCIAL & INDUSTRIAL CORP.,Diezmo,Transportation and Logistics,Warehouse and Storage Services
TRINOS CAR WASH,Sala,Automotive Services,Car Wash and Detailing
F.A. TERRIBLE VEGETABLE STORE,Banlic,Retail Stores,Food and Beverage
CHEMPLUS MARKETING & TRADING,Banaybanay,Wholesale and Distribution,Trading
"TULAY SA PAG-UNLAD, INC. ( A MICROFINANCE NGO)",Sala,Finance and Insurance,Financing Institutions
PULO CARWASH CENTER,Pulo,Automotive Services,Car Wash and Detailing
1025 ELECTRICAL & HARDWARE SUPPLY,Mamatid,Retail Stores,Hardware and Construction Supplies
1025 ELECTRICAL & HARDWARE SUPPLY,Marinig,Wholesale and Distribution,Recycle Materials
TOMIFUJI CO. LTD.,Banaybanay,Retail Stores,General Merchandise
TAPIA`S ENTERPRISES,Banlic,Wholesale and Distribution,Junk Shops
HHG MATERIAL HANDLING SERVICES,Marinig,Retail Stores,General Merchandise
VVT JUNKSHOP,Banlic,Wholesale and Distribution,Junk Shops
PIECESS RICE RETAILER,Banaybanay,Retail Stores,Food and Beverage
TEN-GO TRAVEL AND TOURS,Pulo,Tourism and Hospitality,Travel Agency
BENDED INDUSTRIAL SERVICES AND SUPPLY,Banaybanay,Professional Services,Contracting and Manpower Services
RAQUEL TORRES TRINOS MEAT SHOP,Banaybanay,Retail Stores,Food and Beverage
MACKEE`S CHICKEN STALL,Banlic,Retail Stores,Food and Beverage
TOBAL MOTORCYLE PARTS AND MACHINE SHOP,Gulod,Retail Stores,Vehicle and Parts Supplies
TOTAL SOLUTION INSTRUMENTS CORPORATION,Banaybanay,Wholesale and Distribution,Non Essential
TRES ELAZEGUI`S ANGELS CO.,Mamatid,Retail Stores,General Merchandise
LDM APARTMENT,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
"TRUCK MANUFACTURERS ASSOCIATION, INC.",Banaybanay,Professional Services,Organizations
TOOLSCO INDUSTRIAL CORP.,Pulo,Retail Stores,Hardware and Construction Supplies
TERRA NOBLE REALTY ESTATE INC.,Diezmo,Construction and Real Estate,Realty
TRI-ACT RECYCLER JUNKSHOP,Banaybanay,Wholesale and Distribution,Recycle Materials
ETOFFE CREATIONS,Banlic,Retail Stores,General Merchandise
THE NEW APEC DEVELOPMENT CORPORATION,Sala,Construction and Real Estate,Realty
THE VERA CUP-FIE CO.,Sala,Food Services,Restaurant
WMH SPACE RENTAL,Banlic,Construction and Real Estate,Lessor (Commercial Space)
YUSHA HOLLOW BLOCKS TRADING,Banlic,Manufacturing and Production,Hollowblock Making
TIERODMAN AUTO CENTER INC.,Sala,Retail Stores,Vehicle and Parts Supplies
TOBAL MOTORCYCLE PARTS AND MACHINE SHOP,Marinig,Retail Stores,Vehicle and Parts Supplies
C.E. TIMOLA ARCHITECTURAL DESIGN SERVICES,San Isidro,Professional Services,Design Services
FILCAN MOTORCYLE PARTS AND ACCESSORIES SHOP,Marinig,Retail Stores,Vehicle and Parts Supplies
TADASHITEC GLOBAL CORPORATION,San Isidro,Manufacturing and Production,Fabrication Services
MACK TAPSILOGAN,Poblacion Tres,Food Services,Food Stand
RBT739 TRUCKING SERVICES,Marinig,Transportation and Logistics,Trucking / Transport Services
THE PERFECT SPOT (TPS) REALTY & PROPERTY MANAGEMENT INC.,Banaybanay,Construction and Real Estate,Realty
DYNAMIC PERSONNEL ASSISTANCE MANAGEMENT,Pulo,Professional Services,Contracting and Manpower Services
L.M.T. COMMERCIAL BUILDING,Banlic,Construction and Real Estate,Lessor (Commercial Space)
CVT UP ELECTRICAL AND INDUSTRIAL SUPPLIES TRADING,Poblacion Tres,Retail Stores,Hardware and Construction Supplies
ERLROS INDUSTRIAL ENGINEERING SERVICES,Pulo,Manufacturing and Production,Machine Fabrication and Shop
"THAT HOME, INC.",Sala,Retail Stores,Household Supplies
TMH LOGISTICS SERVICES,Butong,Transportation and Logistics,Logistics Services
AIKAH FRIED CHICKEN HOUSE,Marinig,Retail Stores,Food and Beverage
VAPORJAM VAPE SHOP,Banaybanay,Retail Stores,Specialty Stores
JAT 888 CONSTRUCTION SERVICES,San Isidro,Construction and Real Estate,Construction Services
CAMELLA LPG STORE,Pittland,Retail Stores,Fuel and Energy Supplies
JERNY`S DIMSUM FOODS,Banaybanay,Food Services,Restaurant
WILMA AND RAYMUND SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
HENDRI`X SARI-SARI STORE,Banaybanay,Retail Stores,Sari-sari store
WHITE HOUSE STORE,Pulo,Retail Stores,Grocery and Supermarkets
EVERTEL ENTERPRISES & GENERAL SERVICES,Sala,Personal and Household Services,Janitorial Services
D.C USON JR. SERVICE STATION,Banaybanay,Automotive Services,Fuel Services
328 REALTY CORPORATION,Banlic,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
UNIVERSAL STOREFRONT SERVICES CORP.,Mamatid,Finance and Insurance,Money Remittance / Bills Payment
UNIVERSAL STOREFRONT SERVICES CORP.,Banlic,Finance and Insurance,Money Remittance / Bills Payment
UNIVERSAL STOREFRONT SERVICES CORPORATION,Mamatid,Finance and Insurance,Money Remittance / Bills Payment
UNCLE GOOD GENERICS DRUGSTORE CORPORATION,Poblacion Uno,Healthcare Services,Pharmacies
SOUTH STAR GENERAL MERCHANDISE,Mamatid,Retail Stores,Vehicle and Parts Supplies
"UNI NFM INDUSTRY, INC.",Butong,Retail Stores,Specialty Stores
UNIVERSAL STOREFRONT SERVICES CORPORATION ( PULO ),Pulo,Finance and Insurance,General Financial Services
GETSCOM TRADING,Banaybanay,Retail Stores,Hardware and Construction Supplies
"UNIVERSITY OF PERPETUAL HELP SYSTEM LAGUNA INC., (MARITIME TRAINING CENTER)",Marinig,Educational Services,Training Center
J.M.S RICE TRADING,Mamatid,Retail Stores,Food and Beverage
USB MNLA ENTERPRISES OPC,San Isidro,Wholesale and Distribution,Office & Packaging Supplies
UNICK ENTERPRISES INC.,Marinig,Retail Stores,Specialty Stores
PERSCENTS OFFICIAL PERFUME TRADING,Banlic,Retail Stores,Online Shops
E.U. ROOFING MATERIALS TRADING,Bigaa,Retail Stores,Furniture and Home Decor
VENUS B. VELASQUEZ STORE,Niugan,Retail Stores,Sari-sari store
MRRV SCRAP METAL TRADING,Banlic,Wholesale and Distribution,Junk Shops
"YSA SHUTTERS GLASS, ALUMINUM SUPPLY & FABRICATION",Banaybanay,Manufacturing and Production,Glass & Aluminum Fabrication Services
J & G VILLEGAS GENERAL MERCHANDISE,Mamatid,Retail Stores,General Merchandise
PHILIPPIANS 413 RICE STORE,Poblacion Dos,Retail Stores,Food and Beverage
SEVENEL GENERAL SERVICES CORP.,Pulo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
PF VELASCO PHARMACY - MEDICAL CLINIC,Pulo,Healthcare Services,Pharmacy & Medical Clinics
"PULO GLASS,ALUMINUM & IRON WORKS",Banaybanay,Manufacturing and Production,Glass & Aluminum Fabrication Services
R. VERGARA TRADING,Pulo,Retail Stores,Hardware and Construction Supplies
COCOY AND GIGI`S MEAT STALL,Poblacion Dos,Retail Stores,Food and Beverage
TWO SEVENTEEN RTW,Poblacion Dos,Retail Stores,Clothing and Apparel
R.Q. VALLE GENERAL MERCHANDISE,Butong,Retail Stores,General Merchandise
RAVC RICE DEALER,Poblacion Dos,Wholesale and Distribution,Food Products
VENTURE MOTORCYCLE SALES CORPORATION,Sala,Automotive Services,Motorcycle Dealer
PF VELASCO PHARMACY - MEDICAL CLINIC,Banaybanay,Healthcare Services,Pharmacies
VECTOR ELECTRODYNAMIC TECHNOLOGIES INC.,Niugan,IT and Digital Services,Service Contractor
RVISTRO TRANSPORT SERVICES,Pulo,Transportation and Logistics,Transport Services
RDSV TRANSPORT SERVICES,Banlic,Transportation and Logistics,Transport Services
LJJL TRADING AND ENGINEERING SERVICES,Banlic,Construction and Real Estate,Service Contractor
JIMMY VELASQUEZ RICE STORE,Banlic,Retail Stores,Food and Beverage
DPAV CONSTRUCTION,Pulo,Construction and Real Estate,Contractor
JOVEN VEJERAS ENTERPRISES (DON BENITO`S CASSAVA CAKE),Banlic,Retail Stores,Food and Beverage
VERGA ENGINEERING SERVICES,San Isidro,Construction and Real Estate,General Engineering Contractor
RJCV TRUCKING SERVICE,Pulo,Transportation and Logistics,Trucking / Transport Services
KOKOY SCHOOL SERVICES,Banaybanay,Educational Services,School Service
ESV GENERAL MERCHANDISE,Banaybanay,Retail Stores,Hardware and Construction Supplies
EVJR LPG AND LPG ACCESSORIES TRADING,Marinig,Retail Stores,Fuel and Energy Supplies
EDWIN VITTO MEAT SHOP,San Isidro,Retail Stores,Food and Beverage
LAINE VILL COMMERCIAL LOT AND BUILDING RENTAL,Banlic,Construction and Real Estate,Lessor (Commercial Space)
LASOVELLE FOOD HUB,Pulo,Food Services,Restaurant
CJ MOTORCYCLE PARTS AND ACCESSORIES SHOP,Poblacion Uno,Retail Stores,Vehicle and Parts Supplies
NJ LPG TRADING,Banlic,Retail Stores,Fuel and Energy Supplies
COMMERCIAL LOT RENTAL VHF,Pulo,Construction and Real Estate,Lessor (Commercial Space)
SEOJOON APARTMENT,Sala,Construction and Real Estate,Lessor (Residential)
KUYA CRIS CARWASH AND DETAILING SERVICES,Bigaa,Automotive Services,Car Wash and Detailing
VHINZ LPG TRADING,Sala,Retail Stores,Fuel and Energy Supplies
VSERVE INTERNATIONAL CORPORATION,Banaybanay,Wholesale and Distribution,Fuel and Energy Supplies
VALENCIA GARMENTS MANUFACTURING,Butong,Manufacturing and Production,Garment Manufacturer
HANNEA LOGISTICS SERVICES,Marinig,Transportation and Logistics,Logistics Services
VJC ATLAS EXHIBITS & MARKETING CORP.,Pulo,Construction and Real Estate,Property Rental and Management
VCH CORPORATION,Sala,Construction and Real Estate,Lessor (Commercial Space)
J M K PROCYON G A S LPG OUTLET,Gulod,Retail Stores,Fuel and Energy Supplies
AQUA`VITA WATER REFILLING STATION,Baclaran,Retail Stores,Water Supply
VIRGO GAME VENTURES INC. (GRAYOO GIFT SHOP),Banlic,Retail Stores,Clothing and Apparel
JRV E-BIKE SHOP,Banlic,Retail Stores,Vehicle and Parts Supplies
AEHROLD JAMES SARI-SARI STORE,Pulo,Retail Stores,Sari-sari store
EDUARD SARI-SARI STORE,Banlic,Retail Stores,Sari-sari store
M AND N CONSUMER GOODS STORE,Marinig,Retail Stores,Sari-sari store
LKB PET SUPPLIES AND ACCESSORIES SHOP,Banlic,Retail Stores,Specialty Stores
M AND N PET SHOP,Marinig,Retail Stores,Specialty Stores
VERDE KARNE INC.,San Isidro,Wholesale and Distribution,Food Products
JFIT GYM,Banlic,Personal Care Services,Fitness Gym
"WYETH PHILIPPINES, INC.",Pittland,Manufacturing and Production,Food Products Manufacturer
WEE DEVELOPMENT CORPORATION,Banlic,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
WHIZ KIDZ MONTESSORI SCHOOLHOUSE INC.,San Isidro,Educational Services,Private School
"WIZ WINNER CONSTRUCTION SERVICES, INC.",Diezmo,Construction and Real Estate,Electrical/Mechanical Contractor
"WILLOW PARK HOA, INC.",Pulo,Professional Services,Organizations
"WAFFLE TIME, INC.",Banlic,Food Services,Food Stand
WHIZ KIDS MONTESSORI SCHOOLHOUSE INC,Banlic,Educational Services,Private School
"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.",Banlic,Educational Services,Vocational and Special Schools
WAFFLE TIME INCORPORATION - CENTRO MALL,Pulo,Retail Stores,General Merchandise
"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.",Poblacion Uno,Educational Services,Private School
"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.",Marinig,Educational Services,Vocational and Special Schools
ALLGENERIKS PHARMACY,Pulo,Healthcare Services,Pharmacies
"WALTERMART SUPERMARKET, INCORPORATED",Banlic,Retail Stores,General Merchandise
"WALL STREET COURIER SERVICES, INC. (NINJA VAN)",Pulo,Transportation and Logistics,Warehouse and Storage Services
WOW BRAND HOLDINGS INC. (POTATO CORNER),Poblacion Dos,Retail Stores,Food and Beverage
WYETH NUTRITION,Pittland,Manufacturing and Production,Food Products Manufacturer
2-BIG BROTHER REFILLING STATION,Pulo,Retail Stores,Water Supply
TRIP NG MASA HOT PANDESAL,Banaybanay,Retail Stores,Food and Beverage
HANTVERK TECHNOLOGIES,Sala,Retail Stores,Hardware and Construction Supplies
JAPAN HOME CENTRE,Banlic,Retail Stores,General Merchandise
SOUTH STAR HARDWARE,Banlic,Retail Stores,Hardware and Construction Supplies
YAMAPRO CORPORATION,Banaybanay,Retail Stores,Hardware and Construction Supplies
JMY PRECISION AND INDUSTRIAL SERVICES,Mamatid,Manufacturing and Production,Machine Fabrication and Shop
YCAB ANGELS INC.,Banlic,Retail Stores,Food and Beverage
"YELLO X SUPPLY CHAIN SOLUTIONS, INC.",Diezmo,Transportation and Logistics,Warehouse and Storage Services
MSJ WATER REFILLING STATION,Sala,Retail Stores,Water Supply
MSJ CONSUMER GOODS TRADING,Sala,Retail Stores,Food and Beverage
KIRSTEN LPG STORE,Mamatid,Retail Stores,Fuel and Energy Supplies
BANLIC AIRCONDITION AND REFRIGERATION PARTS TRADING,Banlic,Retail Stores,General Merchandise
ZOTAL BLESSED CORP.,Poblacion Dos,Personal Care Services,Skin Care Center
ZOTAL BLESSED CORP.,Banlic,Personal Care Services,Skin Care Center
Z8ELEVEN CORP. DOING BUSINESS UNDER THE NAME AND STYLE OF SMJ PAWNSHOP,Mamatid,Finance and Insurance,Pawnshop & Financial Services
CANTO-ALMUZAL RESTAURANT,Poblacion Tres,Food Services,Restaurant
CENTER POINT BUILDERS SUPPLY,Banlic,Retail Stores,Furniture and Home Decor
VICTORIA MANPOWER SERVICES OPC,Pittland,Professional Services,Contracting and Manpower Services
CABUYAO LAND VENTURES & DEVELOPMENT INC.,Mamatid,Construction and Real Estate,Memorial Park
BRYTE TEKNOLOGY CORPORATION,Pulo,Wholesale and Distribution,Industrial and Construction Supplies
"SCHOLA ANGELICUS, INC.",San Isidro,Educational Services,Private School
"PHILIPPINE SEVEN CORPORATION (7-ELEVEN)
",Niugan,Retail Stores,Convenience Stores
ELNATAN ENTERPRISE,Banlic,Manufacturing and Production,Non-Essential Manufacturer
"ORTHOPAEDIC INTERNATIONAL, INC.",Diezmo,Manufacturing and Production,Non-Essential Manufacturer
MOTAMAX MOTOR REWINDING SERVICES,Pulo,Automotive Services,Specialized Automotive Services
"CEVA LOGISTICS PHILIPPINES, INC.",Banaybanay,Transportation and Logistics,Forwarder
"BDO NETWORK BANK, INC. (A RURAL BANK OF BDO)",Poblacion Tres,Finance and Insurance,Banks
KEANSBURG MARKETING CORPORATION,Sala,Wholesale and Distribution,Non Essential
DAMA HARDWARE,Bigaa,Retail Stores,Hardware and Construction Supplies
ALPAMAYO LENDING INC.,Pulo,Finance and Insurance,Lending Investor
JAMISOLA DESIGN AND BUILDERS,Gulod,Construction and Real Estate,Building Contractor
MEDEXPRESS DRUGSTORE,Pulo,Healthcare Services,Pharmacies
EDGE AUTOMATION TECHNOLOGY SERVICES CO.,Pittland,IT and Digital Services,Service Contractor
ADVANCED GLOBAL WATER TECHNOLOGIES (PHILIPPINES) INC.,Banaybanay,Professional Services,Water Treatment and Testing Services
NWOW MARKETING,Poblacion Tres,Retail Stores,Vehicle and Parts Supplies
XR ROYALE MARKETING AND WAREHOUSING CORP.,Banlic,Transportation and Logistics,Warehouse and Storage Services
ANGLO REALTY,Bigaa,Construction and Real Estate,Realty
"JY AND SONS REALTY CO., INC.",Diezmo,Construction and Real Estate,Warehousing
VHEN DEL CONSTRUCTION SUPPLIES,Banlic,Retail Stores,General Merchandise
JLDCONCORD INDUSTRIAL SUPPLY,Pittland,Retail Stores,Hardware and Construction Supplies
MINI DEPATO CORP. ( MINISO),Banlic,Retail Stores,General Merchandise
BEST BRAND GROUP DISTRIBUTION CORP.,Marinig,Wholesale and Distribution,Trading
"MANUVENTURES, INC.",Banaybanay,Manufacturing and Production,Contractor and Service Manufacturing
"BPI DIRECT BANKO, INC., A SAVINGS BANK",Sala,Finance and Insurance,Banks
"EDALI PROPERTIES, INC.",Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
GERARDO L. LIMCAOCO REAL ESTATE LEASING,Pulo,Construction and Real Estate,Lessor (Commercial Space)
STALWART AUTOMOTIVE OPC,Sala,Retail Stores,Vehicle and Parts Supplies
"GENPACCO, INC.",Pittland,Construction and Real Estate,Lessor (Commercial Space)
M.PARAS TRUCKING SERVICES CO.,Banaybanay,Transportation and Logistics,Trucking / Transport Services
JOREDABE INDUSTRIAL CORP.,Mamatid,Retail Stores,Hardware and Construction Supplies
"ALFAMETRO MARKETING, INC.",Bigaa,Retail Stores,Convenience Stores
GRANDMORE PHILS. STEEL CORP.,Banlic,Transportation and Logistics,Warehouse and Storage Services
TRANS-WORLD INTERNATIONAL LOGISTICS CORPORATION,Banlic,Transportation and Logistics,Forwarder
EMMANUEL SJB DEVELOPMENT CORPORATION,San Isidro,Construction and Real Estate,Lessor (Commercial Space)
JOHNICA CONVENIENCE STORE ( 7 - ELEVEN ),Pulo,Retail Stores,Convenience Stores
"BEDARRA HOLDINGS, INC.",Casile,Entertainment and Recreation,Golf Cart Rental
KUDA ECO FRIENDLY CORPORATION,Poblacion Tres,Retail Stores,Vehicle and Parts Supplies
TRACK N GO TRUCKING SERVICES,Pulo,Transportation and Logistics,Trucking / Transport Services
VARIABLE AIR SOLUTIONS AND SERVICES CO.,Banlic,Retail Stores,Hardware and Construction Supplies
PHILIPPINE SEVEN CORPORATION ( 7 - ELEVEN),Mamatid,Retail Stores,Convenience Stores
ANNIJO LAND DEVELOPMENT & LEASING CORPORATION,Sala,Transportation and Logistics,Warehouse and Storage Services
J. HERDZ RICE TRADING,Poblacion Tres,Retail Stores,Food and Beverage
RASAY-TUICO INDUSTRIAL GAS TRADING,Pulo,Wholesale and Distribution,Fuel and Energy Supplies
VERSY STEEL TRADING,Banaybanay,Retail Stores,Hardware and Construction Supplies
FAST TOLL MANUFACTURING CORP.,Diezmo,Manufacturing and Production,Contractor and Service Manufacturing
"BESTLINK RESOURCES, INC.",Pulo,Professional Services,Contracting and Manpower Services
ABE AND CALIXO AIRCON & REFRIGERATION SERVICES,Mamatid,Personal and Household Services,Refrigerator & Air-Con Repair Services
FAST TOLL MANUFACTURING CORP.,Pulo,Manufacturing and Production,Contractor and Service Manufacturing
"HARD DISCOUNT PHILIPPINES, INC. (DALI STORE)",Mamatid,Retail Stores,Grocery and Supermarkets
"HARD DISCOUNT PHILIPPINES, INC. ( DALI STORE )",Mamatid,Retail Stores,Grocery and Supermarkets
GRAND BLESSING REALTY AND DEVELOPMENT INC.,Pulo,Construction and Real Estate,Lessor (Commercial Space)
AMIRESA CORPORATION,Sala,Retail Stores,Vehicle and Parts Supplies
AERICH INNOVATION CORP.,Banaybanay,Retail Stores,Specialty Stores
"UNIDOOR SYSTEMS, INC.",Diezmo,Manufacturing and Production,Metal Fabrication
"GOLDILOCKS BAKESHOP, INC.",Banlic,Retail Stores,Food and Beverage
